"OGO","OPERATOR","CLIENT_STATUS","API","PF_TYPE","OTHER_TYPE","FARM","SPUD_DATE","WELL_STATUS","WELL_TYPE","IIJA_IND","UNCONVENTIONAL","CONSERVATION","CONFIGURATION","LATITUDE","LONGITUDE","LATITUDE_DECIMAL","LONGITUDE_DECIMAL","REGION","COUNTY","MUNICIPALITY","ADDRESS1","ADDRESS2","CITY","STATE","ZIP","WELL_PAD","WELL_PAD_ID","SITE_ID","PLUG_COMPLETED_DATE","PRIMARY_FACILITY_ID","CLIENT_ID"
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-27906","OGL","OGW","WARRANT 2850 LOT 5 11","5/11/2005","Plugged OG Well","OIL","","No","No","Vertical Well","41° 36' 17.034''","-78° 59' 4.2089''",41.604732,-78.984502,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",648766,"9/12/2023",662724,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-27907","OGL","OGW","WARRANT 2850 LOT 5 12","5/09/2005","Plugged OG Well","OIL","","No","No","Vertical Well","41° 36' 14.214''","-78° 58' 57.908''",41.603948,-78.982752,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",648768,"9/15/2023",662725,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28186","OGL","OGW","BALLTOWN TRUEMANS 69","3/08/2006","Plugged OG Well","OIL","","No","No","Vertical Well","41° 36' 15.573''","-79° 12' 10.464''",41.604326,-79.202907,"EP DOGO NWDO Dstr Off","Forest","Kingsley Twp","3055 ROUTE 219","","KANE","PA","16735","","",664915,"7/01/2024",675103,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28334","OGL","OGW","WARRANT 2916 LOT 12 3","10/20/2006","Plugged OG Well","OIL","","No","No","Vertical Well","41° 35' 22.014''","-79° 0' 13.971''",41.589449,-79.003881,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",673102,"9/01/2023",681137,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28335","OGL","OGW","WARRANT 2916 LOT 12 4","10/12/2006","Plugged OG Well","OIL","","No","No","Vertical Well","41° 35' 25.954''","-78° 59' 59.580''",41.590543,-78.999884,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",673105,"8/30/2023",681138,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28336","OGL","OGW","WARRANT 2916 LOT 12 5","10/25/2006","Plugged OG Well","OIL","","No","No","Vertical Well","41° 35' 26.364''","-79° 0' 11.311''",41.590657,-79.003142,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",673107,"9/07/2023",681141,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28805","OGL","OGW","WARRANT 2850 LOT 9 15","1/02/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 36' 12.884''","-79° 0' 11.671''",41.603579,-79.003242,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",692855,"7/31/2023",696229,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","053-28853","OGL","OGW","WARRANT 2850 LOT 10 18","2/06/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 36' 14.154''","-79° 0' 32.071''",41.603932,-79.008909,"EP DOGO NWDO Dstr Off","Forest","Howe Twp","3055 ROUTE 219","","KANE","PA","16735","","",698378,"8/07/2023",700486,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-14700","OGL","OGW","HERVATIN 3A","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","41° 46' 28.717''","-78° 47' 41.293''",41.774644,-78.794804,"EP DOGO NWDO Dstr Off","McKean","Hamilton Twp","3055 ROUTE 219","","KANE","PA","16735","","",549484,"8/08/2023",567045,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-47645","OGL","OGW","LOT 303 T1","9/20/2021","Plugged OG Well","COMB. OIL&GAS","","No","No","Vertical Well","41° 41' 31.4''","-78° 49' 9.2''",41.692056,-78.819222,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","3055 ROUTE 219","","KANE","PA","16735","","",532010,"1/11/2022",553454,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53146","OGL","OGW","WARRANT 4336 10","2/28/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 1.5801''","-78° 40' 55.366''",41.983772,-78.682046,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",700403,"7/19/2024",702031,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53147","OGL","OGW","WARRANT 4336 11","2/29/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 1.6501''","-78° 40' 48.776''",41.983792,-78.680216,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",700404,"7/23/2024",702032,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53148","OGL","OGW","WARRANT 4336 12","3/03/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 1.8301''","-78° 40' 42.206''",41.983842,-78.678391,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",700405,"7/26/2024",702033,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53150","OGL","OGW","WARRANT 4336 14","6/18/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 1.95''","-78° 40' 28.905''",41.983875,-78.674696,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",700407,"8/01/2024",702035,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53151","OGL","OGW","WARRANT 4336 17","3/05/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 57.260''","-78° 40' 58.546''",41.982572,-78.68293,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",700409,"8/13/2024",702037,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53470","OGL","OGW","WARRANT 4336 3","6/02/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 4.9701''","-78° 41' 14.807''",41.984714,-78.687447,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",705269,"7/17/2024",706002,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53471","OGL","OGW","WARRANT 4336 4","6/10/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 59.430''","-78° 41' 26.447''",41.983175,-78.69068,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",705270,"9/13/2023",706004,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53472","OGL","OGW","WARRANT 4336 5","6/06/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 59' 1.9101''","-78° 41' 19.877''",41.983864,-78.688855,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",705272,"7/12/2024",706005,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-53511","OGL","OGW","WARRANT 4336 6","6/11/2008","Plugged OG Well","OIL","","No","No","Vertical Well","41° 58' 57.010''","-78° 41' 20.677''",41.982503,-78.689077,"EP DOGO NWDO Dstr Off","McKean","Foster Twp","3055 ROUTE 219","","KANE","PA","16735","","",705273,"7/10/2024",706006,306870
"OGO-68600","PENNHILLS RESOURCES LLC","Active, Non-Govt","083-56942","OGL","OGW","PHR WT 3131 26","10/03/2017","Plugged OG Well","OIL","","No","No","Vertical Well","41° 41' 20.14''","-78° 47' 50.79''",41.688928,-78.797442,"EP DOGO NWDO Dstr Off","McKean","Wetmore Twp","3055 ROUTE 219","","KANE","PA","16735","","",824054,"5/26/2023",820079,306870
"OGO-12913","PEOPLES GAS CO LLC","Active, Non-Govt","063-00180","OGL","OGW","F C LAUGHLIN 30A 1","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 45' 48.996''","-79° 2' 28.788''",40.76361,-79.04133,"EP DOGO NWDO Dstr Off","Indiana","East Mahoning Twp","205 N MAIN ST","","BUTLER","PA","16001-4904","","",113645,"12/09/2022",115558,342116
"OGO-12913","PEOPLES GAS CO LLC","Active, Non-Govt","063-21550","OGL","OGW","THEODORE J & CONNIE K BANKS(FMLY MRS 1","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 46' 1.668''","-79° 2' 16.944''",40.76713,-79.03804,"EP DOGO NWDO Dstr Off","Indiana","East Mahoning Twp","205 N MAIN ST","","BUTLER","PA","16001-4904","","",113645,"1/25/2022",117364,342116
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","003-20834","OGL","OGW","HENRY A THOMPSON 3668","5/28/1946","Plugged OG Well","OBSERVATION","","No","No","Vertical Well","40° 27' 20.628''","-79° 43' 33.697''",40.45573,-79.726027,"EP DOGO SWDO Dstr Off","Allegheny","Plum Boro","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",5733,"2/09/2023",7483,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","003-20859","OGL","OGW","HENRY A THOMPSON 36875","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 27' 17.168''","-79° 43' 24.088''",40.454769,-79.723358,"EP DOGO SWDO Dstr Off","Allegheny","Plum Boro","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",5733,"5/29/2024",7492,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","003-20865","OGL","OGW","HARRY G SHAW 1301","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 27' 15.778''","-79° 43' 16.003''",40.454383,-79.721112,"EP DOGO SWDO Dstr Off","Allegheny","Plum Boro","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",5733,"9/11/2024",7498,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","019-20670","OGL","OGW","JF GEIBEL 1","3/16/1973","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 53' 59.794''","-79° 50' 9.51''",40.899943,-79.835975,"EP DOGO NWDO Dstr Off","Butler","Oakland Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",15478,"6/26/2024",17243,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","063-00171","OGL","OGW","J W & R T CLYDE 168A 2","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 46' 34.464''","-79° 1' 38.856''",40.77624,-79.02746,"EP DOGO NWDO Dstr Off","Indiana","East Mahoning Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",113645,"6/03/2024",115549,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","063-29098","OGL","OGW","JOHN J BLAZAVICH ET AL 1","5/02/1986","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 44' 12.624''","-79° 2' 36.204''",40.73684,-79.04339,"EP DOGO NWDO Dstr Off","Indiana","Rayne Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",113645,"8/22/2025",124618,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-01594","OGL","OGW","R.M. & LUCLY CARSON 2","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 45.819''","-79° 58' 5.2104''",40.146061,-79.968114,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"8/24/2022",231999,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-01595","OGL","OGW","COULTER 3768","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 51.176''","-79° 57' 16.084''",40.147549,-79.954468,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"7/27/2022",232000,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-01597","OGL","OGW","M. CALHOUN HRS. 2","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 9' 12.045''","-79° 58' 26.364''",40.153346,-79.97399,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"12/06/2022",232002,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-20961","OGL","OGW","I S SPROWLS 2055S","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 44.34''","-79° 57' 12.189''",40.14565,-79.953386,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"8/15/2022",232647,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-20962","OGL","OGW","LEO GYSEGEM 3418S","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 48.501''","-79° 57' 32.749''",40.146806,-79.959097,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"7/15/2022",232648,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-20963","OGL","OGW","ROBERT MCMILLEN ET AL 3427S","1/01/1800","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 54.585''","-79° 57' 51.163''",40.148496,-79.964212,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"7/26/2022",232649,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-21005","OGL","OGW","STEPHEN E CARSON ET UX 3746-5","10/01/1947","Plugged OG Well","STORAGE WELL","","No","No","Vertical Well","40° 8' 46.780''","-79° 57' 23.342''",40.146328,-79.956484,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"8/27/2022",232665,189839
"OGO-39243","PEOPLES NATURAL GAS CO LLC","Active, Non-Govt","125-21006","OGL","OGW","LENA TOPOLY 1 3732-S","7/25/1947","DEP Plugged","STORAGE WELL","","No","No","Vertical Well","40° 8' 39.771''","-79° 57' 26.413''",40.144381,-79.957337,"EP DOGO SWDO Dstr Off","Washington","Fallowfield Twp","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","","",230022,"12/06/2022",232666,189839
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-01371","OGL","OGW","ARMSTRONG FOREST 776","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 29' 53.952''","-78° 45' 56.088''",41.49832,-78.76558,"EP DOGO NWDO Dstr Off","Elk","Ridgway Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",31888,"4/07/2023",33640,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-01411","OGL","OGW","ARMSTRONG FOREST 888","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 30' 32.720''","-78° 41' 43.846''",41.509089,-78.695513,"EP DOGO NWDO Dstr Off","Elk","Ridgway Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",31926,"10/25/2024",33678,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-01418","OGL","OGW","ARMSTRONG FOREST 898","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 30' 3.8304''","-78° 41' 35.296''",41.501064,-78.693138,"EP DOGO NWDO Dstr Off","Elk","Ridgway Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",31933,"4/03/2023",33685,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-01435","OGL","OGW","ARMSTRONG FOREST 1232","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 27' 56.559''","-78° 42' 2.9772''",41.465711,-78.700827,"EP DOGO NWDO Dstr Off","Elk","Ridgway Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",31950,"10/22/2024",33702,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-01458","OGL","OGW","ARMSTRONG FOREST 1417","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","41° 31' 4.3104''","-78° 47' 15.219''",41.517864,-78.787561,"EP DOGO NWDO Dstr Off","Elk","Ridgway Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",31973,"4/12/2023",33725,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-20029","OGL","OGW","ARMSTRONG FOREST 1545","5/14/1959","Plugged OG Well","GAS","","No","No","Vertical Well","41° 31' 15.268''","-78° 47' 24.079''",41.520908,-78.790022,"EP DOGO NWDO Dstr Off","Elk","Jones Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","","",32306,"4/07/2023",34058,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","047-24581","OGL","OGW","HM4 WT 3044 PAT 1H","8/18/2011","Plugged OG Well","GAS","","Yes","No","Horizontal Well","41° 32' 37.49''","-78° 41' 8.68''",41.543747,-78.685744,"EP DOGO NWDO Dstr Off","Elk","Jones Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","HM4",148538,748012,"5/06/2024",741565,337379
"OGO-68977","PIN OAK ENERGY PARTNERS LLC","Active, Non-Govt","085-24652","OGL","OGW","SHANNON 2086 3HD","8/19/2013","Plugged OG Well","GAS","","Yes","Yes","Horizontal Well","41° 21' 26.6''","-80° 8' 56.93''",41.357389,-80.149147,"EP DOGO NWDO Dstr Off","Mercer","Lake Twp","388 S MAIN ST","SUITE 401","AKRON","OH","44311","SHANNON 2086",146130,764957,"9/14/2023",760809,337379
"OGO-12697","PITONYAK J F","No Longer Does Business w DEP, Indiv","049-90028","OGL","OGW","EDWARD BRONAKOWSKI 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","42° 3' 2.8764''","-80° 3' 27.853''",42.050799,-80.057737,"EP DOGO NWDO Dstr Off","Erie","Summit Twp","2525 GERMAN ST","","ERIE","PA","16503-1942","","",801309,"5/31/2024",794870,45547
"OGO-64830","PLASTEK IND INC","Active, Non-Govt","049-00290","OGL","OGW","PLASTEK EPD 2","1/01/1800","Plugged OG Well","UNDETERMINED","","No","No","Vertical Well","42° 5' 41.788''","-80° 8' 47.441''",42.094941,-80.146512,"EP DOGO NWDO Dstr Off","Erie","Millcreek Twp","2425 W 23RD ST","","ERIE","PA","16506-2920","","",657712,"7/05/2024",669518,125322
"OGO-64830","PLASTEK IND INC","Active, Non-Govt","049-22361","OGL","OGW","PLASTEK IND INC 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","42° 5' 46.136''","-80° 8' 46.989''",42.096149,-80.146386,"EP DOGO NWDO Dstr Off","Erie","Millcreek Twp","2425 W 23RD ST","","ERIE","PA","16506-2920","","",38057,"7/05/2024",39809,125322
"OGO-39887","PLUM PRODUCTION INC","Active, Non-Govt","019-00547","OGL","OGW","WL DRAKE 1","1/01/1800","Plugged OG Well","GAS","","No","No","Vertical Well","40° 41' 54.816''","-79° 42' 21.42''",40.69856,-79.70595,"EP DOGO NWDO Dstr Off","Butler","Buffalo Twp","PO BOX 697","","INDIANA","PA","15701-0697","","",13920,"11/07/2024",15671,317339
"OGO-69286","PPG OPER LLC","Active, Non-Govt","033-21396","OGL","OGW","COMMONWEALTH OF PA TRACT #324 1","9/13/1982","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 9' 59.039''","-78° 18' 30.395''",41.1664,-78.308443,"EP DOGO NCDO Dstr Off","Clearfield","Girard Twp","3500 E COLLEGE AVE","STE 1300 BOX 6","STATE COLLEGE","PA","16801-7569","","",23721,"8/23/2024",25472,360805
"OGO-69286","PPG OPER LLC","Active, Non-Govt","033-21739","OGL","OGW","COMMONWEALTH OF PA TRACT 324 3","12/01/1983","Plugged OG Well","GAS","","No","Yes","Vertical Well","41° 10' 18.118''","-78° 19' 1.1282''",41.1717,-78.31698,"EP DOGO NCDO Dstr Off","Clearfield","Girard Twp","3500 E COLLEGE AVE","STE 1300 BOX 6","STATE COLLEGE","PA","16801-7569","","",24064,"3/16/2023",25815,360805
"OGO-69286","PPG OPER LLC","Active, Non-Govt","033-22015","OGL","OGW","COMMONWEALTH OF PA TRACT 324 6","11/12/1984","Plugged OG Well","GAS","","Yes","No","Vertical Well","41° 9' 43.215''","-78° 19' 42.951''",41.162004,-78.328598,"EP DOGO NCDO Dstr Off","Clearfield","Girard Twp","3500 E COLLEGE AVE","STE 1300 BOX 6","STATE COLLEGE","PA","16801-7569","COMMONWEALTH OF PA TRACT 324 6",146022,24338,"9/09/2024",26089,360805
"OGO-69286","PPG OPER LLC","Active, Non-Govt","033-24080","OGL","OGW","COMMONWEALTH OF PENNSYLVANIA TR 324 10","1/19/1999","Plugged OG Well","GAS","","No","No","Vertical Well","41° 10' 36.282''","-78° 18' 41.151''",41.176745,-78.311431,"EP DOGO NCDO Dstr Off","Clearfield","Girard Twp","3500 E COLLEGE AVE","STE 1300 BOX 6","STATE COLLEGE","PA","16801-7569","","",489065,"9/19/2024",517533,360805
"OGO-69286","PPG OPER LLC","Active, Non-Govt","033-27264","OGL","OGW","COP 324 Elk 1HU","10/26/2022","Plugged OG Well","GAS","","Yes","Yes","Horizontal Well","41° 10' 14.412''","-78° 18' 56.916''",41.17067,-78.31581,"EP DOGO NCDO Dstr Off","Clearfield","Girard Twp","3500 E COLLEGE AVE","STE 1300 BOX 6","STATE COLLEGE","PA","16801-7569","","",856938,"12/22/2023",860038,360805
"OGO-45350","PRECHTL ALBERT A","Active, Indiv","047-23779","OGL","OGW","CHRISTINE 1","8/10/2006","Plugged OG Well","GAS","","No","No","Vertical Well","41° 27' 41.635''","-78° 33' 51.391''",41.461565,-78.564275,"EP DOGO NWDO Dstr Off","Elk","Saint Marys City","1300 BRUSSELLES ST","","SAINT MARYS","PA","15857-3298","","",674435,"4/20/2023",682152,67502
"OGO-45350","PRECHTL ALBERT A","Active, Indiv","047-23957","OGL","OGW","CECILIA 1","7/26/2007","Plugged OG Well","GAS","","No","No","Vertical Well","41° 26' 2.6376''","-78° 32' 56.601''",41.434066,-78.549056,"EP DOGO NWDO Dstr Off","Elk","Saint Marys City","1300 BRUSSELLES ST","","SAINT MARYS","PA","15857-3298","","",691319,"4/17/2023",695013,67502
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00880","OGL","OGW","A B DONALDSON 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 27' 17.841''","-80° 22' 51.499''",40.454956,-80.380972,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229308,"11/16/2023",231285,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00881","OGL","OGW","A B DONALDSON 5","1/01/1800","DEP Plugged","OIL","","No","No","Vertical Well","40° 27' 14.3''","-80° 22' 37.2''",40.453972,-80.377,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229309,"10/08/2024",231286,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00882","OGL","OGW","A B DONALDSON 6","1/01/1800","DEP Plugged","OIL","","No","No","Vertical Well","40° 27' 12.78''","-80° 22' 46.866''",40.45355,-80.379685,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229310,"12/11/2024",231287,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00883","OGL","OGW","S B DONALDSON 1","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 27' 16.707''","-80° 22' 30.727''",40.454641,-80.375202,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229311,"1/16/2024",231288,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00884","OGL","OGW","S B DONALDSON 2","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 27' 21.751''","-80° 22' 34.363''",40.456042,-80.376212,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229312,"1/02/2024",231289,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-00885","OGL","OGW","S B DONALDSON 3","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","40° 27' 27.313''","-80° 22' 33.103''",40.457587,-80.375862,"EP DOGO SWDO Dstr Off","Washington","Hanover Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",229313,"1/30/2024",231290,47302
"OGO-33632","PROSPERITY OIL CO INC","Active, Non-Govt","125-21283","OGL","OGW","DAVID M BELL 1PDC","10/16/1979","Plugged OG Well","COMB. OIL&GAS","NO","No","No","Vertical Well","40° 18' 40.510''","-80° 11' 52.98''",40.311253,-80.19805,"EP DOGO SWDO Dstr Off","Washington","Cecil Twp","PO BOX 930","","HARPERS FERRY","WV","25425-0930","","",230873,"5/25/2022",232850,47302
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02124","OGL","OGW","RALPH 147","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 30.312''","-78° 42' 5.472''",41.65842,-78.70152,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132590,"8/22/2023",134515,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02125","OGL","OGW","RALPH 148","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 24.012''","-78° 42' 5.544''",41.65667,-78.70154,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132591,"8/31/2023",134516,314620
"OGO-68675","PVE OIL CORP INC","Active, Non-Govt","083-02126","OGL","OGW","RALPH 166","1/01/1800","Plugged OG Well","OIL","","No","No","Vertical Well","41° 39' 31.86''","-78° 41' 58.776''",41.65885,-78.69966,"EP DOGO NWDO Dstr Off","McKean","Sergeant Twp","175 MCKNIGHT RD","","BLAIRSVILLE","PA","15717-7961","","",132592,"9/06/2023",134517,314620
